accession	species	taxid	source	notes
# ── CAMISIM simulation genomes ───────────────────────────────────────────────
GCF_900445995.1	Moraxella lacunata	293	ncbi_expand
GCF_900099775.1	Roseomonas gilardii	158890	ncbi_expand
GCF_046255015.1	Finegoldia magna	150022	ncbi_expand
GCF_017498585.1	Peptoniphilus harei	202956	ncbi_expand
GCF_900130005.1	Peptoniphilus lacrimalis	29357	ncbi_expand
GCF_000146675.1	Peptoniphilus duerdenii	862515	ncbi_expand
GCF_000146655.1	Peptoniphilus tyrrelliae	862513	ncbi_expand
GCF_900637905.1	Anaerococcus vaginalis	33033	ncbi_expand
GCF_000010505.1	Porphyromonas gingivalis	836	ncbi_expand
GCF_003515105.1	Porphyromonas somerae	53246	ncbi_expand
GCF_025822065.1	Porphyromonas uenonis	28445	ncbi_expand
GCF_003019295.1	Fusobacterium nucleatum	851	ncbi_expand
GCF_016028855.1	Rothia kristinae	32207	ncbi_expand
GCF_000175615.1	Rothia mucilaginosa	43675	ncbi_expand
GCF_900637025.1	Streptococcus mitis	1303	ncbi_expand
GCF_019046945.1	Streptococcus anginosus	1302	ncbi_expand
GCF_003172995.1	Streptococcus dysgalactiae	1310	ncbi_expand
GCF_900475505.1	Streptococcus mutans	1305	ncbi_expand
GCF_000164675.2	Streptococcus salivarius	1318	ncbi_expand
GCF_002813755.1	Enterococcus faecalis	1350	ncbi_expand
GCF_009734005.1	Enterococcus faecium	1352	ncbi_expand
GCF_050282105.1	Pseudomonas putida	306	ncbi_expand
GCF_900215245.1	Pseudomonas fluorescens	294	ncbi_expand
GCF_001435975.1	Chryseobacterium gleum	33960	ncbi_expand
GCF_000237305.1	Chryseobacterium indologenes	29303	ncbi_expand
GCF_020641395.2	Stenotrophomonas maltophilia	40324	ncbi_expand
GCF_001482365.1	Kocuria rosea	57493	ncbi_expand
GCF_019575955.1	Kocuria kristinae	57494	ncbi_expand
GCF_039530005.1	Kocuria varians	57495	ncbi_expand
GCF_901482605.1	Clostridium perfringens	1498	ncbi_expand
GCF_000182965.3	Candida albicans	5476	ncbi_expand
GCF_010111755.1	Candida parapsilosis	5478	ncbi_expand
GCF_000005845.2	Escherichia coli	562	ncbi_expand
GCF_020099335.1	Citrobacter freundii	544	ncbi_expand
GCF_000240185.1	Klebsiella pneumoniae	573	ncbi_expand
GCF_003096095.1	Dietzia maris	37914	ncbi_expand
# ── Not in RefSeq (queried 2026-04-16, absent from NCBI datasets v2 API) ──────
# taxid=1287	Staphylococcus cohnii
# taxid=1291	Staphylococcus intermedius
# taxid=1728	Corynebacterium ulcerans
# taxid=28419	Corynebacterium argentoratense
# taxid=28423	Corynebacterium auriscanis
# taxid=38285	Corynebacterium freneyi
# taxid=38287	Corynebacterium durum
# taxid=38291	Corynebacterium glucuronolyticum
# taxid=38299	Corynebacterium propinquum
# taxid=91302	Corynebacterium afermentans
# taxid=1743458	Cutibacterium namnetense
# taxid=1743456	Cutibacterium humerusii
# taxid=4287	Propionibacterium freudenreichii
# taxid=1743457	Propionibacterium propionicum
# taxid=55194	Malassezia furfur
# taxid=76774	Malassezia pachydermatis
# taxid=1231384	Malassezia obtusa
# taxid=38513	Brevibacterium epidermidis
# taxid=38516	Brevibacterium aurantiacum
# taxid=38519	Brevibacterium iodinum
# taxid=718229	Acinetobacter pittii
# taxid=159126	Roseomonas mucosa
# taxid=201040	Peptoniphilus asaccharolyticus
# taxid=862511	Peptoniphilus olsenii
# taxid=862509	Peptoniphilus ivorii
# taxid=33029	Anaerococcus prevotii (listed but absent; broader taxid coverage via RefSeq)
# taxid=1283316	Anaerococcus obesiensis
# taxid=75185	Janibacter limosus

# ── expand_all_sites.py additions (2026-07-09) ─────────────────────────────────
GCF_003812505.1	Staphylococcus hominis	1290	ncbi_expand	Common skin commensal
GCF_001558775.1	Staphylococcus lugdunensis	28035	ncbi_expand	Aggressive skin infections; endocarditis
GCF_900458255.1	Staphylococcus cohnii	29382	ncbi_expand	Skin commensal
GCF_900474615.1	Mammaliicoccus sciuri	1296	ncbi_expand	Was Staphylococcus sciuri; genus reclassified 2022; skin commensal; zoonotic
GCF_000010125.1	Staphylococcus saprophyticus	29385	ncbi_expand	Skin commensal; UTI pathogen
GCF_003966625.1	Staphylococcus caprae	29380	ncbi_expand	Skin commensal
GCF_025558325.1	Staphylococcus schleiferi	1295	ncbi_expand	Skin commensal; otitis externa
GCF_900458755.1	Staphylococcus xylosus	1288	ncbi_expand	Skin commensal
GCF_016725245.1	Mammaliicoccus vitulinus	71237	ncbi_expand	Was Staphylococcus vitulinus; genus reclassified 2022; skin commensal
GCF_003571725.1	Staphylococcus warneri	1292	ncbi_expand	Common skin commensal; endocarditis risk
GCF_040739365.1	Staphylococcus capitis	29388	ncbi_expand	Scalp/forehead commensal
GCF_016599795.1	Staphylococcus pasteuri	45972	ncbi_expand	Skin commensal
GCF_016127935.1	Staphylococcus pettenkoferi	170573	ncbi_expand	Skin commensal; rare infections
GCF_001552415.1	Corynebacterium xerosis	1725	ncbi_expand	Common skin Corynebacterium
GCF_001457455.1	Corynebacterium diphtheriae	1717	ncbi_expand	Diphtheria; cutaneous form important
GCF_023509295.1	Corynebacterium pseudodiphtheriticum	37637	ncbi_expand	Common skin/respiratory commensal
GCF_900478045.1	Corynebacterium minutissimum	38301	ncbi_expand	Erythrasma causative agent
GCF_003932295.1	Corynebacterium bovis	36808	ncbi_expand	Skin commensal
GCF_019047805.1	Corynebacterium freneyi	134034	ncbi_expand	Skin commensal
GCF_030440595.1	Corynebacterium glucuronolyticum	39791	ncbi_expand	Genitourinary tract commensal
GCF_016728665.1	Corynebacterium propinquum	43769	ncbi_expand	Skin/respiratory commensal
GCF_023520795.1	Corynebacterium accolens	38284	ncbi_expand	Nose/skin commensal
GCF_900187235.1	Corynebacterium urealyticum	43771	ncbi_expand	Skin commensal; urinary infections
GCF_028609885.1	Corynebacterium jeikeium	38289	ncbi_expand	Multiresistant nosocomial skin pathogen
GCF_016728105.1	Corynebacterium striatum	43770	ncbi_expand	Emerging nosocomial pathogen; skin wounds
GCF_030408715.1	Corynebacterium confusum	71254	ncbi_expand	Skin commensal
GCF_016889425.1	Corynebacterium amycolatum	43765	ncbi_expand	Common skin Corynebacterium
GCF_000177535.2	Corynebacterium resistens	258224	ncbi_expand	Skin commensal; multidrug resistant
GCF_000023145.1	Corynebacterium kroppenstedtii	161879	ncbi_expand	Highly lipophilic; breast tissue
GCF_030408375.1	Corynebacterium afermentans	38286	ncbi_expand	Skin commensal
GCF_006739385.1	Cutibacterium acnes	1747	ncbi_expand	In CAMISIM; dominant sebaceous skin
GCF_030295285.1	Cutibacterium granulosum	33011	ncbi_expand	Sebaceous skin commensal
GCF_000367205.1	Cutibacterium avidum	33010	ncbi_expand	Moist skin areas; axilla
GCF_014138885.1	Micrococcus yunnanensis	566027	ncbi_expand	Skin commensal
GCF_003290485.1	Malassezia restricta	76775	ncbi_expand	In CAMISIM; atopic dermatitis
GCF_003999335.1	Brevibacterium linens	1703	ncbi_expand	In CAMISIM; foot odour (methanethiol)
GCF_000349305.1	Malassezia sympodialis	76777	ncbi_expand	Atopic eczema IgE sensitisation
GCF_003932995.1	Brevibacterium aurantiacum	273384	ncbi_expand	Orange-pigmented skin commensal
GCF_900445875.1	Brevibacterium iodinum	31943	ncbi_expand	Skin commensal
GCF_044872765.1	Micrococcus antarcticus	86171	ncbi_expand	Skin commensal
GCF_009035845.1	Acinetobacter baumannii	470	ncbi_expand	ESKAPE; wound/burn infections; CRAB
GCF_029024105.1	Acinetobacter lwoffii	28090	ncbi_expand	Skin commensal; opportunist
GCF_000191145.1	Acinetobacter pittii	48296	ncbi_expand	Nosocomial wound infections
GCF_001278385.1	Malassezia pachydermatis	77020	ncbi_expand	Zoonotic; canine otitis; neonatal sepsis
GCF_000368805.1	Acinetobacter johnsonii	40214	ncbi_expand	Skin commensal
GCF_900475035.1	Streptococcus pyogenes	1314	ncbi_expand	GAS; impetigo; cellulitis; necrotising fasciitis
GCF_000412675.1	Pseudomonas putida	303	ncbi_expand	Skin commensal
GCF_000006765.1	Pseudomonas aeruginosa	287	ncbi_expand	Burn/wound infections; eczema; ESKAPE
GCF_016026595.1	Brevibacterium casei	33889	ncbi_expand	Skin commensal
GCF_030291735.1	Serratia marcescens	615	ncbi_expand	Wound infections; opportunistic; red pigment
GCF_018603625.2	Streptococcus mitis	28037	ncbi_expand	Skin isolate
GCF_949788565.1	Streptococcus agalactiae	1311	ncbi_expand	GBS; neonatal + wound infections
GCF_000069965.1	Proteus mirabilis	584	ncbi_expand	Wound infections; swarming bacterium
GCF_016028855.1	Rothia kristinae	37923	ncbi_expand	Was Kocuria kristinae; reclassified to Rothia 2022; skin commensal; peritonitis risk
GCF_006539885.1	Kocuria varians	1272	ncbi_expand	Skin commensal
GCF_000393015.1	Enterococcus faecalis	1351	ncbi_expand	Wound infections; VRE risk
GCF_004358895.1	Kocuria rosea	1275	ncbi_expand	Skin commensal; urinary tract infections
GCF_904859905.1	Citrobacter freundii	546	ncbi_expand	Opportunistic wound infections
GCF_000006335.3	Candida tropicalis	5482	ncbi_expand	Cutaneous candidiasis
GCF_001570785.1	Dermabacter hominis	36740	ncbi_expand	Skin commensal; folliculitis
GCF_000182765.1	Lodderomyces parapsilosis	5480	ncbi_expand	Was Candida parapsilosis; nail/skin candidiasis; neonatal risk; reclassified
GCF_001941945.1	Roseomonas gilardii	257708	ncbi_expand	Pink-pigmented commensal; rare infections
GCF_002243135.1	Finegoldia magna	1260	ncbi_expand	Skin abscess; chronic wounds
GCF_001570985.1	Janibacter limosus	53458	ncbi_expand	Skin commensal
GCF_016726485.1	Peptoniphilus harei	54005	ncbi_expand	Chronic wound anaerobe
GCF_016791605.1	Peptoniphilus asaccharolyticus	1258	ncbi_expand	Chronic wound anaerobe
GCF_900454715.1	Peptoniphilus lacrimalis	33031	ncbi_expand	Skin anaerobe
GCF_000024105.1	Anaerococcus prevotii	33034	ncbi_expand	Skin anaerobe; abscesses
GCF_947087635.1	Anaerococcus tetradius	33036	ncbi_expand	Skin wound anaerobe
GCF_016127475.1	Anaerococcus vaginalis	33037	ncbi_expand	Skin anaerobe
GCF_002871895.1	Anaerococcus hydrogenalis	33029	ncbi_expand	Skin wound anaerobe
GCF_051965415.1	Dietzia maris	37915	ncbi_expand	Lipophilic skin actinobacterium
GCF_000758765.1	Anaerococcus lactolyticus	33032	ncbi_expand	Skin wound anaerobe
GCF_019957155.1	Anaerococcus murdochii	411577	ncbi_expand	Skin wound anaerobe
GCF_000010505.1	Porphyromonas gingivalis	837	ncbi_expand	Skin wound anaerobe
GCF_000212375.1	Porphyromonas asaccharolytica	28123	ncbi_expand	Wound anaerobe; also vaginal; NCBI taxid 28123
GCF_900445265.1	Anaerococcus octavius	54007	ncbi_expand	Skin wound anaerobe; NCBI taxid 54007
GCF_022845615.1	Porphyromonas somerae	322095	ncbi_expand	Skin chronic wound anaerobe
GCF_003013715.1	Candidozyma auris	498019	ncbi_expand	Was Candida auris; multidrug-resistant; WHO critical priority; NCBI taxid 498019
GCF_000151425.1	Trichophyton rubrum	5551	ncbi_expand	Most common dermatophyte; tinea pedis, onychomycosis
GCF_000151145.1	Microsporum canis	63405	ncbi_expand	Dermatophyte; tinea capitis; zoonotic from cats/dogs
GCF_000149425.1	Meyerozyma guilliermondii	4929	ncbi_expand	Was Candida guilliermondii; skin/nail candidiasis; NCBI taxid 4929
GCF_000002655.1	Aspergillus fumigatus	746128	ncbi_expand	Cutaneous aspergillosis; immunocompromised host; NCBI taxid 746128
GCF_014636115.1	Clavispora lusitaniae	36911	ncbi_expand	Was Candida lusitaniae; skin/nail candidiasis; amphotericin B resistance
GCF_030384665.1	Lodderomyces elongisporus	36914	ncbi_expand	Was Candida elongisposa; skin candidiasis; NCBI taxid 36914
GCF_025561465.1	Staphylococcus simulans	1286	ncbi_expand	Skin commensal; coagulase-negative; NCBI taxid 1286
GCF_034042775.1	Staphylococcus pseudintermedius	283734	ncbi_expand	Zoonotic; dog skin; human wounds via pet contact
GCF_000006445.2	Debaryomyces hansenii	4959	ncbi_expand	Salt-tolerant skin yeast; common in dry skin sites; NCBI taxid 4959
GCF_025558825.1	Staphylococcus delphini	53344	ncbi_expand	Dolphin-origin; rare zoonotic skin isolate; NCBI taxid 53344
GCF_900458545.1	Staphylococcus intermedius	1285	ncbi_expand	Zoonotic; dog/cat skin; human wound infections
GCF_029542785.1	Malassezia japonica	223818	ncbi_expand	Lipophilic skin yeast; seborrheic sites; NCBI taxid 223818
GCF_003012915.1	Staphylococcus felis	46127	ncbi_expand	Feline skin commensal; rare zoonotic; NCBI taxid 46127
GCF_900187005.1	Staphylococcus muscae	1294	ncbi_expand	Fly-associated; occasional skin/wound isolate; NCBI taxid 1294
GCF_001586235.1	Corynebacterium simulans	146827	ncbi_expand	Skin Corynebacterium; axilla and groin; NCBI taxid 146827
GCF_000747315.1	Corynebacterium ureicelerivorans	401472	ncbi_expand	Skin Corynebacterium; axillary; NCBI taxid 401472
GCF_030408435.1	Corynebacterium auriscanis	99807	ncbi_expand	Aural/skin Corynebacterium; dog-origin; zoonotic
GCF_028609805.1	Corynebacterium massiliense	441501	ncbi_expand	Skin Corynebacterium; HMP isolate; NCBI taxid 441501
GCF_019048165.1	Corynebacterium coyleae	53374	ncbi_expand	Urogenital/skin Corynebacterium; NCBI taxid 53374
GCF_001642025.1	Cutibacterium namnetense	1574624	ncbi_expand	Skin Propionibacteriales; sebaceous sites; NCBI taxid 1574624
GCF_000423485.1	Propionimicrobium lymphophilum	33012	ncbi_expand	Skin lymph-node isolate; NCBI taxid 33012
GCF_905331265.2	Enterobacter cloacae	550	ncbi_expand	Wound/burn infections; ESKAPE pathogen
GCF_006094455.1	Morganella morganii	582	ncbi_expand	Wound infections; enterobacterial; intrinsic ampicillin resistance
GCF_022369495.1	Proteus penneri	102862	ncbi_expand	Wound infections; urease; NCBI taxid 102862
GCF_025200655.1	Proteus vulgaris	585	ncbi_expand	Wound infections; urease producer; alkaline urine
GCF_019048125.1	Klebsiella aerogenes	548	ncbi_expand	Was Enterobacter aerogenes; wound infections; ESKAPE
GCF_000002855.4	Aspergillus niger	5061	ncbi_expand	Otomycosis; onychomycosis; skin saprophyte
GCF_000018045.1	Citrobacter koseri	545	ncbi_expand	Wound infections; neonatal meningitis risk
GCF_009017415.1	Aspergillus flavus	5059	ncbi_expand	Cutaneous aspergillosis; aflatoxin producer
GCF_000422085.1	Serratia liquefaciens	614	ncbi_expand	Wound infections; metalloprotease; NCBI taxid 614
GCF_003258335.1	Acinetobacter radioresistens	40216	ncbi_expand	Skin Acinetobacter; radiation-resistant; NCBI taxid 40216
GCF_019704535.1	Stutzerimonas stutzeri	316	ncbi_expand	Was Pseudomonas stutzeri; skin/wound isolate; denitrifier
GCF_000369885.1	Acinetobacter ursingii	108980	ncbi_expand	Skin/wound Acinetobacter; nosocomial; NCBI taxid 108980
GCF_010918895.1	Acinetobacter schindleri	108981	ncbi_expand	Skin Acinetobacter; HMP isolate; NCBI taxid 108981
GCF_002370525.2	Acinetobacter guillouiae	106649	ncbi_expand	Skin Acinetobacter; NCBI taxid 106649
GCF_018336855.1	Acinetobacter junii	40215	ncbi_expand	Skin Acinetobacter; dry skin sites; NCBI taxid 40215
GCF_000024785.1	Gordonia bronchialis	2054	ncbi_expand	Soil/skin actinomycete; sternotomy wound infections
GCF_002209125.2	Nocardia brasiliensis	37326	ncbi_expand	Cutaneous nocardiosis; tropical; NCBI taxid 37326
GCF_001659785.1	Dietzia timorensis	499555	ncbi_expand	Skin lipophilic actinobacterium; NCBI taxid 499555
GCF_039525805.1	Dietzia natronolimnaea	161920	ncbi_expand	Skin/environment Dietzia; NCBI taxid 161920
GCF_039636765.1	Janibacter terrae	103817	ncbi_expand	Skin/soil actinobacterium; NCBI taxid 103817
GCF_039529845.1	Brevibacterium samyangense	366888	ncbi_expand	Skin Brevibacterium; cheese/skin rind; NCBI taxid 366888
GCF_001570805.1	Brevibacterium epidermidis	1698	ncbi_expand	Classic skin Brevibacterium; foot odour; NCBI taxid 1698
GCF_016107655.1	Brevibacterium antiquum	234835	ncbi_expand	Skin Brevibacterium; body odour association; NCBI taxid 234835
GCF_000696675.2	Rhodococcus erythropolis	1833	ncbi_expand	Skin/environment Rhodococcus; lipid degrader; NCBI taxid 1833
GCF_014205115.1	Micrococcus endophyticus	455343	ncbi_expand	Skin/plant endophyte Micrococcus; NCBI taxid 455343
GCF_006384915.1	Roseomonas mucosa	207340	ncbi_expand	Pink-pigmented skin bacterium; atopic dermatitis benefit; NCBI taxid 207340
